institution,state,region,ownership,hbcu,predominetly_black_institution,admission_rate,sat_verbal_first_quartile,sat_verbal_median,sat_verbal_third_quartile,sat_math_first_quartile,sat_math_median,sat_math_third_quartile,online_only,n_students,n_students_white,n_students_black,n_students_hispanic,n_students_asian,n_students_native,share_low_income,avg_cost_attendance,tuition_in_state,tuition_out_of_state,completion_rate,completion_rate_white,completion_rate_black,completion_rate_hispanic,completion_rate_asian,completion_rate_native,load_default_rate_2yr,load_default_rate_3yr,mean_earnings_10yr_after,median_earnings_10yr_after
The Art Institute of Austin,TX,6,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,78,0.3974,0.1795,0.359,0.0128,0,0.5917857143,44078,20794,20794,0.3373,0.3226,0.3846,0.3939,0,0,0.164,0,39100,36783
Remington College-Shreveport Campus,LA,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,352,0.1506,0.8324,0,0,0,0.8103864734,31051,23477,23477,0.3825,0.4706,0.3387,0.8,1,NA,0.057,0,28100,31349
Patrick Henry College,VA,5,Private nonprofit,0,0,0.7585,653,672,730,580,618,710,In-person,376,0.6543,0.0053,0.0585,0.0824,0.0027,NA,NA,28425,28425,0.6471,0.6585,NA,0.75,1,NA,NA,NA,NA,NA
Galen College of Nursing-Cincinnati,OH,3,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,692,0.5809,0.1864,0.039,0.0506,0.0014,0.4454425942,NA,NA,NA,0.641,0.6667,0.3333,0.25,1,NA,0.076,0,44400,61480
Strayer University-North Carolina,NC,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,2646,0.2162,0.6731,0.0412,0.0045,0.0083,0.7151960619,23985,13515,13515,0.2857,0,0,0,NA,NA,0.105,0,53500,40092
Strayer University-New Jersey,NJ,2,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,474,0.1772,0.5549,0.1814,0.019,0.0084,0.7151960619,NA,13515,13515,0.25,NA,0.3333,NA,NA,NA,0.105,0,53500,40092
The King's College,NY,2,Private nonprofit,0,0,0.4527,620,645,700,570,620,640,In-person,290,0.6345,0.069,0.1034,0.0414,0.0103,0.2727272727,58199,21690,21690,0.5625,0.6571,0.4375,0.3571,0.2857,0,0.037,0,PS,58065
Chamberlain University-Illinois,IL,3,Private for-profit,0,0,0.9091,NA,NA,NA,NA,NA,NA,In-person,11535,0.4917,0.1858,0.1681,0.0902,0.004,0.3369315068,34822,20410,20410,0.375,0.4286,0,0.2857,1,NA,0.039,0,60400,92405
Chamberlain University-Ohio,OH,3,Private for-profit,0,0,0.7857,NA,NA,NA,NA,NA,NA,In-person,537,0.5121,0.3631,0.0559,0.0484,0.0074,0.3369315068,40545,19629,19629,0.1111,0.1429,NA,0,0,NA,0.039,0,60400,92405
Chamberlain University-Arizona,AZ,6,Private for-profit,0,0,0.8333,NA,NA,NA,NA,NA,NA,In-person,818,0.4658,0.0905,0.2738,0.1112,0.0147,0.3369315068,43266,20142,20142,0,NA,NA,0,0,NA,0.039,0,60400,92405
Ottawa University-Online,KS,4,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,101,0.604,0.0891,0.099,0.0297,0.0594,0.3986928105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,48100,55552
Taft University System,CO,7,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,2,0,0,0,0.5,0,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,NA,NA
Laurus College,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,641,0.2044,0.1404,0.234,0.312,0.0172,0.7587768969,NA,NA,NA,0.4756,0.5,0.4286,0.4545,0.6667,0,0.084,0,PS,30896
Aspen University,AZ,6,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,4067,0.5092,0.2029,0.1397,0.0497,0.0074,0.700729927,17556,5355,5355,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Institute of Taoist Education and Acupuncture,CO,7,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,NA,NA
Denver College of Nursing,CO,7,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,1034,0.5174,0.1344,0.1857,0.0677,0.0087,0.4804088586,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0,PS,81809
Urshan Graduate School of Theology,MO,4,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Daoist Traditions College of Chinese Medical Arts,NC,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.014,NA,NA
Yeshiva of Machzikai Hadas,NY,2,Private nonprofit,0,0,0.7174,NA,NA,NA,NA,NA,NA,In-person,431,0.9745,0,0,0,0,0.8269230769,29350,10800,10800,0.6585,0.6585,NA,NA,NA,NA,NA,NA,PS,NA
Pacific Northwest University of Health Sciences,WA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
The Chicago School of Professional Psychology at Anaheim,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,0.6256157635,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,0,NA,56899
The Chicago School of Professional Psychology at Los Angeles,CA,8,Private nonprofit,0,0,0.5405,NA,NA,NA,NA,NA,NA,In-person,284,0.4331,0.1937,0.2183,0.007,0,0.6256157635,42000,13224,13224,NA,NA,NA,NA,NA,NA,0.031,0,NA,56899
Providence Christian College,CA,8,Private nonprofit,0,0,0.8712,NA,NA,NA,NA,NA,NA,In-person,136,0.4559,0.0221,0.4191,0.0221,0.0074,0.2519083969,50947,33884,33884,0.3559,0.4167,0.2,0.2857,0.5,NA,0.083,0,PS,46264
Institute of World Politics,DC,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Vermont College of Fine Arts,VT,1,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Polytechnic University of Puerto Rico-Miami,FL,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,34,0,0,1,0,0,0.673814165,NA,13827,13827,0,NA,NA,0,NA,NA,0.079,0,36300,47540
Polytechnic University of Puerto Rico-Orlando,FL,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,115,0,0.0261,0.9478,0,0,0.673814165,23701,13827,13827,0.2,NA,NA,0.25,0,NA,0.079,0,36300,47540
Geisinger Commonwealth School of Medicine,PA,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Strayer University-West Virginia,WV,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,288,0.8264,0.1076,0.0104,0,0,0.7151960619,NA,13515,13515,NA,NA,NA,NA,NA,NA,0.105,0,53500,40092
University of Minnesota-Rochester,MN,4,Public,0,0,0.717,NA,NA,NA,NA,NA,NA,In-person,617,0.5462,0.1556,0.0908,0.1442,0.0032,0.2223293482,26219,13464,13464,0.5862,0.5934,0.5,0.625,0.6296,NA,0.032,0,61200,69020
Homestead Schools,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,180,0.0222,0.3333,0.3056,0.3278,0,0.5341614907,NA,NA,NA,1,NA,1,1,1,NA,0.057,0,PS,59398
Chamberlain University-Florida,FL,5,Private for-profit,0,0,0.9,NA,NA,NA,NA,NA,NA,In-person,918,0.22,0.4837,0.2037,0.0501,0.0033,0.3369315068,40545,19629,19629,NA,NA,NA,NA,NA,NA,0.039,0,60400,92405
Horizon University,IN,3,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,40,0.825,0,0.1,0,0,PS,27996,9840,9840,NA,NA,NA,NA,NA,NA,NA,0,NA,65875
Academy for Jewish Religion-California,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.071,NA,NA
Angeles College,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,365,0.0219,0.0822,0.1945,0.611,0.0055,0.8115183246,NA,NA,NA,0.84,0,0.6,0.7368,1,NA,0,0,NA,49108
University of Fort Lauderdale,FL,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,193,0.0777,0.5648,0.2124,0,0.0052,0.7446808511,14929,7410,7410,NA,NA,NA,NA,NA,NA,0,0.028,NA,38062
Pacific Rim Christian University,HI,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,95,0.2316,0.0316,0.1789,0.2211,0,0.5212765957,23502,12380,12380,0.5455,1,NA,0.75,0,NA,NA,0,NA,40523
City Vision University,MO,4,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,132,0.3788,0.1515,0.1364,0.0152,0,0.8311688312,12256,6000,6000,NA,NA,NA,NA,NA,NA,NA,0.102,NA,21123
Ascent College,VA,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,68,0.4265,0.2353,0.0588,0.0588,0,0.44,NA,7300,7300,0.1429,0,0.25,0,NA,NA,0,0.093,NA,NA
West Coast University-Orange County,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,3023,0.1611,0.0251,0.3205,0.4003,0.0036,0.4901657459,36552,22889,22889,0.7333,1,1,0.5,0.8889,NA,0.01,0,67700,102672
West Coast University-Ontario,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,2579,0.1411,0.0554,0.4684,0.2423,0.0066,0.4901657459,47991,36140,36140,0.6429,1,NA,0.25,0.8571,NA,0.01,0,67700,102672
The Art Institute of Virginia Beach,VA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,88,0.3523,0.5,0.0682,0,0,0.6435028249,43151,20794,20794,0.3913,0.3125,0.3913,0.4,NA,1,0.148,0,36000,33685
Strayer University-Arkansas,AR,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,275,0.4218,0.5091,0.0255,0,0,0.7151960619,NA,13515,13515,0,NA,NA,NA,NA,NA,0.105,0,53500,40092
Strayer University-Georgia,GA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,4319,0.1767,0.7407,0.0315,0.0035,0.0023,0.7151960619,23985,13515,13515,0.2917,0.5,0.2143,0.5,NA,NA,0.105,0,53500,40092
Strayer University-Mississippi,MS,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,277,0.0866,0.87,0.0108,0,0.0072,0.7151960619,NA,13515,13515,NA,NA,NA,NA,NA,NA,0.105,0,53500,40092
Strayer University-South Carolina,SC,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,1625,0.2326,0.6818,0.0326,0.0018,0.0037,0.7151960619,23985,13515,13515,0.25,0,0.5,NA,NA,NA,0.105,0,53500,40092
Strayer University-Texas,TX,6,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,2251,0.2226,0.5384,0.1737,0.0076,0.0071,0.7151960619,23985,13515,13515,0.1111,0.25,NA,0,NA,NA,0.105,0,53500,40092
The Art Institute of San Antonio,TX,6,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,180,0.2278,0.1667,0.5167,0,0.0056,0.5917857143,39220,20794,20794,0.1831,0.1579,0.125,0.1892,NA,0,0.164,0,39100,36783
Unitek College,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,4276,0.0912,0.0564,0.2575,0.2512,0.0065,0.5175819834,NA,NA,NA,0.7736,0.7778,0.5763,0.7745,0.8393,0.7778,0,0,PS,79550
Gurnick Academy of Medical Arts,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,2668,0.1657,0.0765,0.3272,0.2766,0.0041,0.5475578406,NA,NA,NA,0.7096,0.6774,0.6471,0.7364,0.7581,0.8333,0,0,PS,66844
South University-Richmond,VA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,274,0.3139,0.5219,0.0438,0.0328,0,0.6569544875,30280,17014,17014,0.2143,0.2,0,NA,NA,NA,0.174,0,40200,34421
South University-Virginia Beach,VA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,205,0.1463,0.5805,0.161,0.039,0,0.6569544875,33088,17014,17014,0.3333,0.2,0.4,0.3333,NA,0,0.174,0,40200,34421
Compass College of Film and Media,MI,3,Private nonprofit,0,0,1,400,545,570,420,460,530,In-person,50,0.68,0.08,0.06,0.02,0,0.3191489362,27547,18450,18450,0.7045,0.7568,0.25,0.5,1,NA,0,0,NA,34086
Touro University Worldwide,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,387,0.3333,0.2506,0.0724,0.0336,0,0.5934065934,29149,14600,14600,0.5556,0.6,NA,0,NA,NA,0.075,0,NA,40803
Touro University California,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,0.4845360825,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,PS,104805
The Chicago School of Professional Psychology at Washington DC,DC,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,0.6256157635,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,0,NA,56899
Touro University Nevada,NV,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,15,0.4667,0.1333,0.2,0.2,0,0.4845360825,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,PS,104805
Herzing University-Kenosha,WI,3,Private nonprofit,0,0,0.9348,NA,NA,NA,NA,NA,NA,In-person,626,0.3339,0.1949,0.3403,0.0767,0.0048,0.6933148684,27329,12750,12750,0.25,1,0,0,NA,NA,0.117,0,41600,36909
Herzing University-Brookfield,WI,3,Private nonprofit,0,0,0.9508,NA,NA,NA,NA,NA,NA,In-person,390,0.4,0.3051,0.1282,0.059,0.0026,0.6933148684,27517,12750,12750,0.6,0.6667,0.4,0,NA,NA,0.117,0,41600,36909
Texas A&M University-San Antonio,TX,6,Public,0,0,0.9609,430,521,540,420,510,530,In-person,6404,0.1226,0.0579,0.7692,0.0137,0.0012,0.5811289883,22127,9548,22764,0.314,0.375,0.2188,0.3206,0,0,NA,0,NA,54338
Strayer University-Global Region,DC,2,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,8358,0.4698,0.3102,0.1308,0.0121,0.0091,0.7151960619,23985,13515,13515,0.3158,0.5,0.3077,0,NA,NA,0.105,0,53500,40092
Johnson & Wales University-Online,RI,1,Private nonprofit,0,0,0.675,NA,NA,NA,NA,NA,NA,Online only,1838,0.4516,0.2339,0.1725,0.031,0.0082,0.3760445682,25859,13365,13365,0,0,NA,0,0,NA,0.077,0,42200,43418
Fairfax University of America,VA,5,Private nonprofit,0,0,0.0106,NA,NA,NA,NA,NA,NA,In-person,11,0,0,0.0909,0.0909,0,PS,NA,10128,10128,0.1,NA,NA,NA,NA,NA,NA,0,NA,NA
Chamberlain University-Virginia,VA,5,Private for-profit,0,0,0.5,NA,NA,NA,NA,NA,NA,In-person,663,0.1192,0.5354,0.1976,0.0995,0.003,0.3369315068,39462,20142,20142,1,NA,1,1,NA,NA,0.039,0,60400,92405
National Paralegal College,AZ,6,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,434,0.3065,0.0737,0.0691,0.0092,0,0.6679389313,18735,7995,7995,0.3514,0.303,0.5,0.4,NA,1,0.027,0,NA,42269
Carolina College of Biblical Studies,NC,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,112,0.3125,0.5179,0.0982,0,0.0536,0.5752212389,21943,6276,6276,0,0,NA,NA,NA,NA,NA,0,NA,24581
Omega Graduate School,TN,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142,NA,NA
Jung Tao School of Classical Chinese Medicine,NC,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.057,NA,NA
New York Film Academy,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,996,0.1898,0.0934,0.1376,0.0281,0.002,0.5552147239,57666,35557,35557,0.6833,0.6436,0.5,0.7143,0.7692,0.5,0,0,NA,29633
American Medical Sciences Center,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,161,0.2298,0.0559,0.6087,0.0621,0.0124,0.7710843373,NA,NA,NA,0.6842,1,NA,0.375,0.5,NA,0,0,NA,29972
Jose Maria Vargas University,FL,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,89,0,0,0.8652,0,0,PS,NA,11260,11260,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Shepherds Theological Seminary,NC,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Manna University,NC,5,Private nonprofit,0,0,1,NA,NA,NA,NA,NA,NA,In-person,180,0.5222,0.1444,0.1722,0.0056,0.0056,0.4736842105,13882,6863,6863,0.75,0.6667,1,NA,NA,NA,NA,0.057,NA,NA
Bergin University of Canine Studies,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,17,0.5882,0,0.1176,0,0,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,NA
Simmons College of Kentucky,KY,5,Private nonprofit,1,0,0.6713,NA,NA,NA,NA,NA,NA,In-person,212,0.0047,0.8915,0.0047,0,0,0.8484848485,28538,16398,16398,0.2857,NA,0.2857,NA,NA,NA,NA,NA,NA,NA
North American University,TX,6,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,453,0.0265,0.1788,0.053,0.0155,0,0.5570469799,22520,12300,12300,0.4366,0.6667,0.2667,0.3667,1,NA,NA,0,NA,NA
Keser Torah-Mayan Hatalmud,NJ,2,Private nonprofit,0,0,0.8125,NA,NA,NA,NA,NA,NA,In-person,54,0.8148,0,0,0,0,NA,16600,11060,11060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millennia Atlantic University,FL,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,42,0,0.0238,0.2381,0,0,PS,NA,12202,12202,0.3333,NA,NA,NA,NA,NA,NA,0,NA,NA
Institute for Doctoral Studies in the Visual Arts,ME,1,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
John Paul the Great Catholic University,CA,8,Private nonprofit,0,0,0.7959,540,617,574,520,562,551,In-person,300,0.4367,0.01,0.3067,0.05,0.0033,0.2214285714,47306,28000,28000,0.7297,0.75,NA,0.6471,1,NA,NA,0,NA,56930
University of Connecticut-Hartford Campus,CT,1,Public,0,0,0.973,510,565,620,490,550,610,In-person,1500,0.4373,0.142,0.1913,0.1613,0,0.2552891396,23005,16650,39318,0.6219,0.6582,0.5522,0.4375,0.7439,0.5,0.032,0,66000,73997
Ottawa University-Surprise,AZ,6,Private nonprofit,0,0,0.2866,510,470,620,470,505,610,In-person,1098,0.4044,0.1056,0.337,0.0155,0.0228,0.3986928105,50861,33000,33000,NA,NA,NA,NA,NA,NA,0.06,0,48100,55552
Chamberlain University-Missouri,MO,4,Private for-profit,0,0,0.7143,NA,NA,NA,NA,NA,NA,In-person,375,0.6293,0.264,0.0427,0.0293,0,0.3369315068,36209,19629,19629,0.25,0.25,NA,NA,NA,NA,0.039,0,60400,92405
Chamberlain University-Texas,TX,6,Private for-profit,0,0,0.8571,NA,NA,NA,NA,NA,NA,In-person,2167,0.1592,0.3973,0.2455,0.1583,0.0028,0.3369315068,35342,19629,19629,0.75,0.5,1,NA,NA,NA,0.039,0,60400,92405
Dewey University-Manati,PR,9,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,292,0,0,1,0,0,0.9356127886,10552,7495,7495,0.6455,NA,NA,0.6455,NA,NA,NA,0,21700,19761
Los Angeles Pacific University,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,1352,0.2078,0.1753,0.4342,0.0725,0.0059,NA,28579,11400,11400,0.3103,0.25,0,0.3333,0.6667,0,NA,0,NA,NA
Relay Graduate School of Education,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,152,0.4145,0.2829,0.1579,0.0592,0,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
South University-Savannah Online,GA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,5738,0.3573,0.4204,0.13,0.0059,0.0108,0.6569544875,29901,15394,15394,0.0604,0.0482,0.0615,0.087,0,0,0.174,0,40200,34421
Whitworth University-Adult Degree Programs,WA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,177,0.7458,0.0395,0.1017,0.0169,0.0508,0.2570390554,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,0,48000,58561
The Colleges of Law at Santa Barbara,CA,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Springfield College-Regional Online and Continuing Education,MA,1,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,307,0.2443,0.3583,0.3029,0.0098,0.0098,0.3251396648,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,0,48500,48036
Catholic Distance University,WV,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,70,0.5857,0.0286,0.2286,0.0571,0,PS,NA,8880,8880,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA
Rocky Mountain University of Health Professions,UT,7,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.004,NA,NA
Criswell College,TX,6,Private nonprofit,0,0,1,NA,585,NA,NA,535,NA,In-person,121,0.6446,0.124,0.1405,0.0248,0,0.475,24744,13350,13350,0.7,0.8571,NA,NA,NA,NA,NA,0,NA,43185
American Medical Academy,FL,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,333,0.0571,0.018,0.9039,0,0,0.5990566038,NA,NA,NA,0.609,0.8889,0.2222,0.6132,NA,NA,NA,0,NA,NA
Chamberlain University-Georgia,GA,5,Private for-profit,0,0,0.6842,NA,NA,NA,NA,NA,NA,In-person,1420,0.1775,0.6275,0.0923,0.0535,0.0056,0.3369315068,37943,19629,19629,1,NA,NA,1,NA,NA,0.039,0,60400,92405
Chamberlain University-Indiana,IN,3,Private for-profit,0,0,1,NA,NA,NA,NA,NA,NA,In-person,202,0.5594,0.2673,0.0842,0.0446,0.005,0.3369315068,40545,19629,19629,1,1,NA,NA,NA,NA,0.039,0,60400,92405
Bais HaMedrash and Mesivta of Baltimore,MD,2,Private nonprofit,0,0,1,NA,NA,NA,NA,NA,NA,In-person,86,1,0,0,0,0,PS,22800,13100,13100,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,NA
Yeshiva Gedolah Zichron Leyma,NJ,2,Private nonprofit,0,0,0.4884,NA,NA,NA,NA,NA,NA,In-person,38,0.9211,0,0,0,0,PS,16750,11350,11350,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Be'er Yaakov Talmudic Seminary,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,638,1,0,0,0,0,0.8687943262,18214,12200,12200,0.5694,0.5694,NA,NA,NA,NA,NA,NA,NA,17360
Colorado State University Global,CO,7,Public,0,0,0.9688,NA,545,NA,NA,NA,NA,Online only,6333,0.5782,0.0794,0.1622,0.0423,0.0055,0.352024364,20440,8400,8400,NA,NA,NA,NA,NA,NA,0.034,0,NA,76813
West Coast University-Dallas,TX,6,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,975,0.2318,0.2862,0.2626,0.1262,0.0062,0.4901657459,29530,17090,17090,0.6667,NA,0,1,1,NA,0.01,0,67700,102672
Pennsylvania State University-World Campus,PA,2,Public,0,0,0.8168,510,NA,650,510,NA,610,Online only,7798,0.648,0.0763,0.1163,0.056,0.0024,0.2688104245,25935,15054,15054,0.3628,0.3875,0.125,0.2727,0.25,0,0.064,0,57200,63435
South University-Austin,TX,6,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,288,0.2431,0.3056,0.3194,0.0347,0,0.6569544875,33088,17014,17014,0.037,0,0.1667,0,0,NA,0.174,0,40200,34421
Bryant & Stratton College-Online,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,6668,0.452,0.4045,0.07,0.0045,0.0111,0.7551716629,20491,15292,15292,0.2473,0.3364,0.1176,0,1,NA,0.176,0,26600,32568
Warner Pacific University Professional and Graduate Studies,OR,8,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,269,0.4387,0.2045,0.171,0.0632,0.026,0.3983193277,23400,6240,6240,0.4167,0.25,1,0.5,NA,NA,0.057,0,45200,55204
Platt College-Riverside,CA,8,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,446,0.1457,0.0583,0.6861,0.0224,0.0067,0.6163626313,31339,14519,14519,0.6215,0.6875,0.35,0.6593,NA,0.25,0.092,0,37300,40669
Florida Institute of Technology-Online,FL,5,Private nonprofit,0,0,0.9204,NA,535,NA,NA,513,NA,Online only,776,0.4807,0.1869,0.1869,0.0258,0.0039,0.4871541502,28203,12240,12240,NA,NA,NA,NA,NA,NA,0.107,0,61200,43137
Rasmussen University-Kansas,KS,4,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,568,0.4507,0.2412,0.1127,0.0299,0.0141,0.5667177131,24304,10571,10571,0.5,0.4286,0.5,1,NA,NA,0.145,0,34300,39080
California Miramar University,CA,8,Private for-profit,0,0,0.2241,NA,NA,NA,NA,NA,NA,In-person,99,0.1717,0.2222,0.3131,0.0909,0.0303,0.6559139785,15394,9994,9994,0.3,NA,0,0,NA,NA,NA,0.141,NA,NA
